ORDER_ID,ORDER_DATE,ORDER_PRIORITY,ORDER_QUANTITY,SALES,DISCOUNT,SHIP_MODE,PROFIT,UNIT_PRICE,SHIPPING_COST,CUSTOMER_NAME,STATE,CUSTOMER_SEGMENT,PRODUCT_CATEGORY,PRODUCT_SUBCATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,PRODUCT_BASE_MARGIN,SHIP_DATE,COST,PACKAGE_SIZE,PACKAGE_TYPE
46787,3/29/12,Medium,32,693.17,7.000000000000001,Regular Air,-59.83,22.99,8.99,Caroline Jumper,NC,Corporate,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,56.99999999999999,3/31/12,735.68,Small,Pack
46916,10/3/11,High,40,115.51,0.0,Regular Air,5.54,2.78,0.97,Nora Price,NC,Home Office,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,59.0,10/5/11,111.19999999999999,Wrap,Bag
47265,12/10/11,Critical,31,187.13,2.0,Regular Air,-60.83,5.98,5.46,Ben Wallace,NC,Home Office,Office Supplies,Paper,Xerox 1983,Small Box,36.0,12/11/11,185.38000000000002,Small,Box
48487,1/11/10,Low,27,360.7,0.0,Regular Air,146.17,12.97,1.49,Carol Triggs,NC,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,35.0,1/13/10,350.19,Small,Box
48774,8/9/12,High,31,7323.78,4.0,Delivery Truck,573.55,243.98,62.94,Dionis Lloyd,NC,Small Business,Furniture,Chairs & Chairmats,Hon Deluxe Fabric Upholstered Stacking Chairs,Jumbo Drum,56.99999999999999,8/11/12,7563.38,Jumbo,Drum
49381,12/13/12,Not Specified,21,1537.5,4.0,Regular Air,-531.92,70.98,35.0,Stuart Van,NC,Consumer,Office Supplies,Storage & Organization,Sensible Storage WireTech Storage Systems,Large Box,80.0,12/14/12,1490.5800000000002,Large,Box
49666,8/6/09,Low,46,259.25,10.0,Express Air,-64.03,5.68,3.6,Jasper Cacioppo,NC,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",AcmeÂ Preferred Stainless Steel Scissors,Small Pack,56.00000000000001,8/10/09,261.28,Small,Pack
49762,6/15/11,High,35,99.13,9.0,Regular Air,23.74,2.94,0.81,Fred Chung,NC,Corporate,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,40.0,6/17/11,102.89999999999999,Wrap,Bag
49831,8/23/10,Critical,18,274.32,1.0,Regular Air,-58.24,15.14,4.53,Brenda Bowman,NC,Small Business,Office Supplies,Storage & Organization,EldonÂ Gobal File Keepers,Small Box,81.0,8/25/10,272.52,Small,Box
49892,2/10/11,Low,26,171.14,2.0,Regular Air,-1172.75,4.48,49.0,Bill Eplett,NC,Corporate,Office Supplies,Appliances,Hoover PortapowerÈ Portable Vacuum,Large Box,60.0,2/10/11,116.48000000000002,Large,Box
49988,12/20/10,High,43,7731.09,0.0,Regular Air,-222.17,167.27,35.0,Helen Wasserman,NC,Home Office,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,85.0,12/23/10,7192.610000000001,Large,Box
49988,12/20/10,High,33,10162.576,8.0,Delivery Truck,-969.05,400.98,42.52,Helen Wasserman,NC,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,71.0,12/22/10,13232.34,Jumbo,Box
49988,12/20/10,High,33,5834.6465,1.0,Regular Air,1619.66,205.99,2.79,Helen Wasserman,NC,Home Office,Technology,Telephones and Communication,ELITE Series,Small Box,57.99999999999999,12/23/10,6797.67,Small,Box
50308,10/18/12,Low,19,86.48,10.0,Regular Air,33.58,4.91,0.5,Liz Willingham,NC,Home Office,Office Supplies,Labels,Avery 508,Small Box,36.0,10/25/12,93.29,Small,Box
50692,9/17/10,High,28,327.95,0.0,Regular Air,43.68,10.98,5.14,Shirley Schmidt,NC,Corporate,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,36.0,9/19/10,307.44,Small,Box
50692,9/17/10,High,47,5606.91,6.0,Delivery Truck,-300.85,124.49,51.94,Shirley Schmidt,NC,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,63.0,9/19/10,5851.03,Jumbo,Box
50725,11/23/10,Medium,1,129.88,10.0,Delivery Truck,-89.9,110.98,30.0,Muhammed Yedwab,NC,Consumer,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,71.0,11/24/10,110.98,Jumbo,Drum
50982,4/16/12,High,23,86.53,5.0,Regular Air,35.62,3.75,0.5,Clay Ludtke,NC,Consumer,Office Supplies,Labels,Avery 510,Small Box,37.0,4/17/12,86.25,Small,Box
51008,8/20/11,High,20,269.66,2.0,Regular Air,-59.13,12.88,4.59,Michael Chen,NC,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,82.0,8/22/11,257.6,Wrap,Bag
51463,12/17/11,Low,4,28.34,1.0,Regular Air,-18.55,4.98,7.44,Liz Willingham,NC,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,36.0,12/26/11,19.92,Small,Box
51463,12/17/11,Low,7,405.3395,1.0,Express Air,-147.88,65.99,3.9,Liz Willingham,NC,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,55.00000000000001,12/17/11,461.92999999999995,Small,Box
51943,4/24/09,High,11,113.19,4.0,Regular Air,-53.25,9.06,9.86,Dorris Love,NC,Home Office,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,40.0,4/25/09,99.66000000000001,Small,Box
51943,4/24/09,High,13,196.04,4.0,Regular Air,2.13,14.27,7.27,Dorris Love,NC,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,38.0,4/25/09,185.51,Small,Box
51943,4/24/09,High,28,140.02,3.0,Regular Air,66.71,4.91,0.5,Dorris Love,NC,Home Office,Office Supplies,Labels,Avery 508,Small Box,36.0,4/27/09,137.48000000000002,Small,Box
52039,8/2/12,Critical,48,2006.38,0.0,Regular Air,840.46,40.98,1.99,Justin MacKendrick,NC,Corporate,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,44.0,8/4/12,1967.04,Small,Pack
52290,5/21/12,Low,7,1134.05,8.0,Regular Air,149.5,172.99,19.99,Dennis Kane,NC,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,39.0,5/25/12,1210.93,Small,Box
52290,5/21/12,Low,28,1470.0495,10.0,Regular Air,185.94,65.99,4.99,Dennis Kane,NC,Small Business,Technology,Telephones and Communication,T193,Small Box,56.99999999999999,5/30/12,1847.7199999999998,Small,Box
52480,7/27/10,Not Specified,47,1020.88,8.0,Regular Air,173.94,22.72,8.99,Anne Pryor,NC,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,44.0,7/29/10,1067.84,Small,Pack
52486,1/4/11,Not Specified,41,11883.2,10.0,Regular Air,4160.88,300.97,7.18,Dorris Love,NC,Home Office,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,48.0,1/5/11,12339.77,Small,Box
52519,4/29/12,High,6,120.38,9.0,Regular Air,-29.77,20.48,6.32,Bill Eplett,NC,Corporate,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,57.99999999999999,5/1/12,122.88,Small,Box
53152,3/5/09,Medium,36,2051.8235,1.0,Express Air,350.36,65.99,8.8,Bill Eplett,NC,Corporate,Technology,Telephones and Communication,6120,Small Box,57.99999999999999,3/5/09,2375.64,Small,Box
53188,11/5/12,High,22,621.21,7.000000000000001,Regular Air,-42.35,29.74,6.64,Dorris Love,NC,Home Office,Office Supplies,Storage & Organization,Acco PermaÂ 2700 Stacking Storage Drawers,Small Box,70.0,11/6/12,654.28,Small,Box
53223,7/14/12,Low,2,13.29,8.0,Regular Air,-10.33,4.24,5.41,Stewart Visinsky,NC,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,35.0,7/21/12,8.48,Small,Box
53248,10/29/10,Critical,7,2423.06,6.0,Delivery Truck,-94.27,348.21,40.19,Brenda Bowman,NC,Home Office,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,62.0,10/30/10,2437.47,Jumbo,Box
53411,11/29/11,Critical,25,667.64,8.0,Regular Air,-57.53,27.48,4.0,Brenda Bowman,NC,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,75.0,11/30/11,687.0,Small,Box
53668,3/31/10,Not Specified,9,98.24,4.0,Regular Air,-10.38,10.98,3.37,Dorris Love,NC,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",FiskarsÂ Softgrip Scissors,Small Pack,56.99999999999999,4/1/10,98.82000000000001,Small,Pack
53730,12/29/12,High,40,181.8,5.0,Regular Air,-144.74,4.54,5.83,Shirley Schmidt,NC,Corporate,Office Supplies,Binders and Binder Accessories,"AveryÂ Durable Plastic 1"" Binders",Small Box,36.0,12/30/12,181.6,Small,Box
54020,1/31/12,Low,35,648.58,5.0,Regular Air,182.63,18.97,5.21,Jennifer Ferguson,NC,Corporate,Office Supplies,Paper,Xerox 1887,Small Box,37.0,2/4/12,663.9499999999999,Small,Box
54020,1/31/12,Low,43,270.56,9.0,Regular Air,-140.48,6.48,6.86,Jennifer Ferguson,NC,Corporate,Office Supplies,Paper,Xerox 204,Small Box,37.0,2/5/12,278.64000000000004,Small,Box
54368,11/1/11,Not Specified,31,233.2,4.0,Regular Air,-48.07,7.64,5.83,Kimberly Carter,NC,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,36.0,11/3/11,236.84,Wrap,Bag
54368,11/1/11,Not Specified,16,79.53,8.0,Regular Air,-48.55,4.98,5.49,Kimberly Carter,NC,Small Business,Office Supplies,Paper,Xerox 1952,Small Box,38.0,11/2/11,79.68,Small,Box
54368,11/1/11,Not Specified,43,1680.977,5.0,Regular Air,383.09,45.99,4.99,Kimberly Carter,NC,Small Business,Technology,Telephones and Communication,KF 788,Small Box,56.00000000000001,11/2/11,1977.5700000000002,Small,Box
54721,10/18/12,Not Specified,19,2002.4,0.0,Delivery Truck,151.09,100.98,26.22,Liz Willingham,NC,Corporate,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,60.0,10/19/12,1918.6200000000001,Jumbo,Box
55013,7/12/11,Low,5,24.3,2.0,Regular Air,3.14,4.91,0.5,Brian Thompson,NC,Home Office,Office Supplies,Labels,Avery 508,Small Box,36.0,7/19/11,24.55,Small,Box
55013,7/12/11,Low,14,322.61,2.0,Regular Air,19.37,22.01,5.53,Brian Thompson,NC,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 NautilusÈ Battery Pencil Sharpener,Small Pack,59.0,7/17/11,308.14000000000004,Small,Pack
55077,10/4/11,Critical,2,31.7,5.0,Regular Air,-44.39,14.48,1.99,Stewart Visinsky,NC,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,49.0,10/6/11,28.96,Small,Pack
55077,10/4/11,Critical,3,143.9815,8.0,Regular Air,-283.23,55.99,2.5,Stewart Visinsky,NC,Corporate,Technology,Telephones and Communication,Accessory28,Small Pack,83.0,10/6/11,167.97,Small,Pack
55206,11/2/11,Medium,20,52.7,3.0,Express Air,-64.88,1.8,4.79,Kimberly Carter,NC,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow IIÈ Sheet Lifters,Small Box,37.0,11/3/11,36.0,Small,Box
55492,9/19/11,Critical,10,1124.244,3.0,Express Air,-126.45,125.99,7.69,Stewart Visinsky,NC,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,57.99999999999999,9/21/11,1259.8999999999999,Small,Box
55744,10/20/11,Critical,23,415.055,2.0,Regular Air,-44.13,20.99,0.99,Sarah Brown,NC,Consumer,Technology,Telephones and Communication,Accessory15,Small Pack,83.0,10/21/11,482.77,Small,Pack
55968,9/30/12,Low,40,73.62,5.0,Regular Air,0.86,1.82,1.0,Carol Triggs,NC,Home Office,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag,40.0,10/2/12,72.8,Wrap,Bag
56288,6/30/10,Not Specified,37,1287.94,6.0,Regular Air,140.35,35.89,14.72,Mathew Reese,NC,Small Business,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,40.0,6/30/10,1327.93,Small,Box
56288,6/30/10,Not Specified,39,585.36,7.000000000000001,Express Air,269.26,15.57,1.39,Mathew Reese,NC,Small Business,Office Supplies,Envelopes,Park RidgeÈ Embossed Executive Business Envelopes,Small Box,38.0,7/2/10,607.23,Small,Box
56291,9/17/12,Not Specified,22,11022.53,6.0,Delivery Truck,1869.86,517.48,16.63,Shirley Daniels,NC,Corporate,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Jumbo Box,59.0,9/19/12,11384.560000000001,Jumbo,Box
56291,9/17/12,Not Specified,25,377.37,4.0,Regular Air,151.4,15.04,1.97,Shirley Daniels,NC,Corporate,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,39.0,9/17/12,376.0,Wrap,Bag
56291,9/17/12,Not Specified,47,1200.7,6.0,Regular Air,-37.27,24.98,8.79,Shirley Daniels,NC,Corporate,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,66.0,9/18/12,1174.06,Small,Box
56486,5/28/09,Critical,11,73.62,3.0,Regular Air,-23.5,5.98,5.35,Sheri Gordon,NC,Corporate,Office Supplies,Paper,Xerox 1947,Small Box,40.0,5/29/09,65.78,Small,Box
56514,2/11/12,Low,3,110.0,2.0,Regular Air,-24.43,30.98,11.63,Shirley Daniels,NC,Corporate,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,37.0,2/18/12,92.94,Small,Box
56514,2/11/12,Low,35,186.89,2.0,Regular Air,-153.2,4.98,7.54,Shirley Daniels,NC,Corporate,Office Supplies,Paper,Xerox 1961,Small Box,38.0,2/18/12,174.3,Small,Box
56672,5/12/12,High,34,1132.32,10.0,Regular Air,77.45,36.55,13.89,Clay Ludtke,NC,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,41.0,5/13/12,1242.6999999999998,Wrap,Bag
56672,5/12/12,High,8,593.64,2.0,Delivery Truck,65.25,85.29,60.0,Clay Ludtke,NC,Consumer,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Jumbo Drum,56.00000000000001,5/14/12,682.32,Jumbo,Drum
56672,5/12/12,High,45,2438.3695,10.0,Regular Air,317.2,65.99,8.99,Clay Ludtke,NC,Consumer,Technology,Telephones and Communication,StarTAC Analog,Small Box,60.0,5/14/12,2969.5499999999997,Small,Box
56931,2/3/10,High,34,232.4155,5.0,Regular Air,-110.59,7.99,5.03,Dionis Lloyd,NC,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,60.0,2/5/10,271.66,Medium,Box
57025,6/26/12,Medium,8,71.1,3.0,Regular Air,2.29,8.69,2.99,Fred Chung,NC,Corporate,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-DÂ Ring Binder, Heavy Gauge Vinyl",Small Box,39.0,6/28/12,69.52,Small,Box
57061,11/30/09,Low,21,470.79,4.0,Regular Air,-80.11,22.38,15.1,Dionis Lloyd,NC,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,38.0,12/7/09,469.97999999999996,Small,Box
57061,11/30/09,Low,6,36.56,7.000000000000001,Regular Air,6.22,6.3,0.5,Dionis Lloyd,NC,Small Business,Office Supplies,Labels,Avery 51,Small Box,39.0,11/30/09,37.8,Small,Box
57061,11/30/09,Low,3,55.17,6.0,Regular Air,46.84,17.78,5.03,Dionis Lloyd,NC,Small Business,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box,54.0,12/2/09,53.34,Small,Box
57217,1/21/11,Medium,35,422.25,6.0,Regular Air,-116.02,11.66,7.95,Alan Haines,NC,Consumer,Office Supplies,Pens & Art Supplies,"Hunt BOSTONÂ VistaÂ Battery-Operated Pencil Sharpener, Black",Small Pack,57.99999999999999,1/23/11,408.1,Small,Pack
57504,8/4/09,Not Specified,44,357.48,1.0,Regular Air,160.02,7.64,1.39,Sarah Brown,NC,Consumer,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,36.0,8/7/09,336.15999999999997,Small,Box
57666,5/22/09,Not Specified,45,1206.15,3.0,Regular Air,304.2,25.98,4.08,Mathew Reese,NC,Small Business,Office Supplies,Pens & Art Supplies,Boston 1799 PowerhouseÈ Electric Pencil Sharpener,Small Pack,56.99999999999999,5/25/09,1169.1,Small,Pack
57666,5/22/09,Not Specified,44,941.99,10.0,Delivery Truck,-2111.36,20.98,53.03,Mathew Reese,NC,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,78.0,5/22/09,923.12,Jumbo,Drum
58496,6/11/11,Not Specified,20,137.97,6.0,Regular Air,-123.94,6.48,10.05,Dionis Lloyd,NC,Small Business,Office Supplies,Paper,Xerox 1997,Small Box,37.0,6/13/11,129.60000000000002,Small,Box
58628,3/24/09,Medium,23,2527.792,9.0,Delivery Truck,-335.32,138.75,52.42,Dionis Lloyd,NC,Small Business,Furniture,Tables,Balt Split Level Computer Training Table,Jumbo Box,74.0,3/25/09,3191.25,Jumbo,Box
58854,4/24/10,Critical,35,6130.9,3.0,Delivery Truck,583.15,170.98,35.89,Arthur Gainer,NC,Corporate,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,66.0,4/25/10,5984.299999999999,Jumbo,Box
58854,4/24/10,Critical,10,193.205,0.0,Regular Air,-52.24,20.99,4.81,Arthur Gainer,NC,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,57.99999999999999,4/26/10,209.89999999999998,Medium,Box
58917,3/2/12,High,27,14300.26,1.0,Regular Air,6279.18,499.99,24.49,John Stevenson,NC,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,36.0,3/3/12,13499.73,Large,Box
58917,3/2/12,High,3,62.88,9.0,Regular Air,-25.96,21.98,2.87,John Stevenson,NC,Small Business,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,55.00000000000001,3/2/12,65.94,Small,Pack
59104,2/12/09,High,13,197.61,8.0,Express Air,3.46,14.27,7.27,Aaron Smayling,NC,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,38.0,2/15/09,185.51,Small,Box
59104,2/12/09,High,22,68.92,4.0,Regular Air,2.63,2.98,1.58,Aaron Smayling,NC,Small Business,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag,39.0,2/15/09,65.56,Wrap,Bag
59104,2/12/09,High,38,3594.7435,5.0,Regular Air,1016.97,115.99,2.5,Aaron Smayling,NC,Small Business,Technology,Telephones and Communication,StarTAC 7797,Small Box,55.00000000000001,2/14/09,4407.62,Small,Box
59937,12/28/09,High,7,235.98,2.0,Regular Air,-32.28,30.98,17.08,John Stevenson,NC,Small Business,Office Supplies,Paper,Xerox 197,Small Box,40.0,12/29/09,216.86,Small,Box
386,1/24/11,High,4,14.96,2.0,Regular Air,-0.03,3.69,0.5,Tracy Poddar,FL,Corporate,Office Supplies,Labels,Avery 501,Small Box,38.0,1/26/11,14.76,Small,Box
386,1/24/11,High,4,15.69,9.0,Regular Air,-1.59,3.85,0.7,Tracy Poddar,FL,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,44.0,1/26/11,15.4,Wrap,Bag
416,9/26/10,Low,20,1156.6715,1.0,Express Air,88.52,65.99,7.69,Stuart Calhoun,FL,Consumer,Technology,Telephones and Communication,5190,Small Box,59.0,10/1/10,1319.8,Small,Box
513,4/30/11,High,33,5437.92,0.0,Delivery Truck,-684.57,150.89,60.2,Arthur Prichep,FL,Home Office,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,77.0,4/30/11,4979.37,Jumbo,Drum
611,1/26/10,Critical,47,840.04,4.0,Regular Air,-131.27,17.7,9.47,Arthur Prichep,FL,Home Office,Office Supplies,Storage & Organization,PortfileÂ Personal File Boxes,Small Box,59.0,1/28/10,831.9,Small,Box
802,1/4/11,Critical,33,378.6,8.0,Regular Air,12.72,11.7,5.63,Kean Nguyen,FL,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,40.0,1/6/11,386.09999999999997,Small,Box
802,1/4/11,Critical,2,38.5,9.0,Regular Air,-52.14,15.99,9.4,Kean Nguyen,FL,Corporate,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,49.0,1/4/11,31.98,Small,Box
960,9/20/09,Medium,46,605.97,7.000000000000001,Regular Air,-22.72,13.73,6.85,Jim Kriz,FL,Consumer,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,54.0,9/21/09,631.58,Wrap,Bag
965,5/14/11,Low,42,11230.25,7.000000000000001,Delivery Truck,-679.04,280.98,35.67,Jas O'Carroll,FL,Corporate,Furniture,Tables,Global AdaptabilitiesÈ Conference Tables,Jumbo Box,66.0,5/21/11,11801.16,Jumbo,Box
1127,9/18/11,Not Specified,48,5340.5,1.0,Regular Air,1215.28,110.98,13.99,Stuart Calhoun,FL,Consumer,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,69.0,9/19/11,5327.04,Medium,Box
1507,10/13/10,Medium,29,4345.86,9.0,Regular Air,126.62,152.48,4.0,Harold Ryan,FL,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,79.0,10/15/10,4421.92,Small,Box
1665,5/7/09,High,26,755.6075,5.0,Regular Air,149.17,35.99,1.1,John Lucas,FL,Corporate,Technology,Telephones and Communication,Accessory35,Small Box,55.00000000000001,5/9/09,935.74,Small,Box
1952,3/15/09,High,24,7287.55,4.0,Delivery Truck,-715.78,296.18,54.12,Alejandro Grove,FL,Corporate,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,76.0,3/15/09,7108.32,Jumbo,Box
1953,11/29/10,Medium,13,137.64,6.0,Regular Air,19.59,10.91,2.99,Sam Zeldin,FL,Small Business,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-DÂ Binders,Small Box,38.0,11/29/10,141.83,Small,Box
2213,1/14/10,Not Specified,6,40.31,8.0,Regular Air,-32.27,5.78,8.09,Sam Zeldin,FL,Small Business,Office Supplies,Paper,Xerox 1924,Small Box,36.0,1/15/10,34.68,Small,Box
2368,8/19/10,Critical,36,508.73,8.0,Regular Air,-229.67,14.81,13.32,Sally Hughsby,FL,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,43.0,8/21/10,533.16,Small,Box
2560,9/4/12,Critical,32,731.22,0.0,Regular Air,-84.07,20.97,6.5,Harold Ryan,FL,Home Office,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,78.0,9/5/12,671.04,Small,Box
2560,9/4/12,Critical,23,114.14,7.000000000000001,Regular Air,-65.62,4.98,5.49,Harold Ryan,FL,Home Office,Office Supplies,Paper,Xerox 1952,Small Box,38.0,9/6/12,114.54,Small,Box
2754,4/2/09,High,16,1427.67,4.0,Regular Air,422.8,90.24,0.99,Philip Brown,FL,Home Office,Office Supplies,Appliances,Kensington 6 Outlet MasterPieceÂ HOMEOFFICE Power Control Center,Small Box,56.00000000000001,4/4/09,1443.84,Small,Box
2754,4/2/09,High,11,499.26,9.0,Express Air,144.05,47.9,5.86,Philip Brown,FL,Home Office,Office Supplies,Paper,Xerox 1938,Small Box,37.0,4/4/09,526.9,Small,Box
2755,2/6/12,Not Specified,30,736.3,3.0,Regular Air,259.07,24.95,2.99,Jane Waco,FL,Corporate,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,39.0,2/6/12,748.5,Small,Box
2755,2/6/12,Not Specified,50,346.06,0.0,Regular Air,-76.54,6.48,5.86,Jane Waco,FL,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,36.0,2/6/12,324.0,Small,Box
3333,9/15/12,Not Specified,42,927.97,8.0,Regular Air,162.17,22.98,4.5,Sandra Flanagan,FL,Home Office,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,55.00000000000001,9/17/12,965.16,Small,Box
3333,9/15/12,Not Specified,9,59.05,8.0,Regular Air,-24.09,6.48,5.4,Sandra Flanagan,FL,Home Office,Office Supplies,Paper,Xerox 207,Small Box,37.0,9/15/12,58.32000000000001,Small,Box
3460,10/2/11,High,27,153.23,8.0,Regular Air,-95.15,5.98,4.69,Steve Nguyen,FL,Consumer,Office Supplies,Storage & Organization,"Perma STOR-ALLÈ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,68.0,10/4/11,161.46,Small,Box
3591,12/7/10,Medium,3,321.57,1.0,Delivery Truck,-100.05,100.98,15.66,Herbert Flentye,FL,Small Business,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum,56.99999999999999,12/9/10,302.94,Jumbo,Drum
3591,12/7/10,Medium,12,1085.16,8.0,Delivery Truck,-311.54,89.99,42.0,Herbert Flentye,FL,Small Business,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,66.0,12/8/10,1079.8799999999999,Jumbo,Drum
4006,1/3/11,Medium,38,1441.61,6.0,Regular Air,624.84,37.94,5.08,Jas O'Carroll,FL,Corporate,Office Supplies,Paper,"Snap-A-WayÂ Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,38.0,1/4/11,1441.7199999999998,Wrap,Bag
4193,1/8/09,High,16,64.29,7.000000000000001,Regular Air,14.42,4.13,0.99,Sandra Flanagan,FL,Home Office,Office Supplies,Labels,Avery 491,Small Box,39.0,1/8/09,66.08,Small,Box
4193,1/8/09,High,3,75.77,3.0,Regular Air,64.25,22.72,8.99,Sandra Flanagan,FL,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,44.0,1/8/09,68.16,Small,Pack
4387,10/22/11,Critical,4,640.21,7.000000000000001,Delivery Truck,-388.52,150.98,39.25,Sandra Flanagan,FL,Corporate,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,75.0,10/23/11,603.92,Jumbo,Box
4512,10/24/11,Low,43,6077.11,6.0,Delivery Truck,-353.66,146.34,43.75,Sandra Flanagan,FL,Home Office,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,64.0,10/29/11,6292.62,Jumbo,Box
4773,12/22/11,Critical,48,6746.312,7.000000000000001,Delivery Truck,-433.29,179.29,29.21,Liz Willingham,FL,Home Office,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,76.0,12/24/11,8605.92,Jumbo,Box
